4.135711886,0.01
4.135715099,1
4.135724735,2
4.135740781,3
4.135763219,4
4.135792021,5
4.135827151,6
4.135868568,7
4.13591622,8
4.135970049,9
4.13602999,10
4.13609597,11
4.136167909,12
4.136245718,13
4.136329303,14
4.136418562,15
4.136513387,16
4.136613661,17
4.136719263,18
4.136830063,19
4.136945928,20
4.137066715,21
4.137192278,22
4.137322463,23
4.137457113,24
4.137596062,25
4.137739141,26
4.137886177,27
4.138036989,28
4.138191395,29
4.138349206,30
4.13851023,31
4.138674271,32
4.138841128,33
4.139010598,34
4.139182476,35
4.139356551,36
4.139532612,37
4.139710443,38
4.139889829,39
4.14007055,40
4.140252387,41
4.140435118,42
4.140618521,43
4.140802371,44
4.140986445,45
4.141170518,46
4.141354368,47
4.141537768,48
4.141720496,49
4.14190233,50
4.142083048,51
4.142262429,52
4.142440255,53
4.14261631,54
4.142790378,55
4.142962249,56
4.143131712,57
4.143298561,58
4.143462593,59
4.143623608,60
4.143781409,61
4.143935806,62
4.144086609,63
4.144233634,64
4.144376703,65
4.144515642,66
4.144650281,67
4.144780455,68
4.144906008,69
4.145026784,70
4.145142639,71
4.145253429,72
4.145359021,73
4.145459286,74
4.145554101,75
4.145643351,76
4.145726928,77
4.145804729,78
4.14587666,79
4.145942633,80
4.146002568,81
4.146056391,82
4.146104038,83
4.14614545,84
4.146180576,85
4.146209375,86
4.14623181,87
4.146247855,88
4.146257489,89
4.14626067,89.9
